id,IATA,en-GB,latitude,longitude,vibes
129054340,MYO,Myroodah,-18.116667,124.266667,"{""weather"": 1, ""safety"": 1}"
129055092,MYP,Mary,37.666667,61.833333,"{""underrated_destinations"": 1, ""safety"": 1, ""weather"": 1}"
128668863,MYQ,Mysore,12.3,76.65,"{""beach"": 1, ""safety"": 1, ""weather"": 1}"
95674240,MYR,Myrtle Beach International ,33.679167,-78.929722,"{""nightlife_and_entertainment"": ""0"", ""underrated_destinations"": ""0"", ""beach"": ""1"", ""art_and_culture"": ""0"", ""great_food"": ""0"", ""outdoor_adventures"": ""0"", ""safety"": 1, ""weather"": 1}"
129053555,MYS,Moyale,3.466667,39.1,"{""safety"": 1, ""weather"": 1}"
128667774,MYT,Myitkyina,25.354167,97.298889,"{""weather"": 1, ""safety"": 1}"
128668864,MYU,Mekoryuk,60.372778,-166.268056,"{""nightlife_and_entertainment"": 1, ""safety"": 1, ""weather"": 1}"
129056189,MYV,Marysville Yuba County,39.098056,-121.569722,"{""weather"": 1, ""safety"": 1}"
128667553,MYW,Mtwara,-10.338889,40.193611,"{""safety"": 1, ""weather"": 1}"
129052140,MYX,Menyamya,-7.2,146.016667,"{""nightlife_and_entertainment"": 1, ""safety"": 1, ""weather"": 1}"
95673985,MYY,Miri,4.321944,113.986944,"{""nightlife_and_entertainment"": ""0"", ""underrated_destinations"": ""0"", ""beach"": ""1"", ""art_and_culture"": ""0"", ""great_food"": ""0"", ""outdoor_adventures"": ""0"", ""safety"": 1, ""weather"": 1}"
129055159,MYZ,Monkey Bay,-14.08333,34.91667,"{""great_food"": 1, ""safety"": 1, ""weather"": 1}"
216771484,MZA,Mayor PNP Nancy Flores Paucar,-11.323999642143145,-74.53545897922628,"{""outdoor_adventures"": 1, ""safety"": 1, ""weather"": 1}"
129054321,MZB,Mocimboa Praia,-11.356111,40.354167,"{""great_food"": 1, ""safety"": 1, ""weather"": 1}"
129057947,MZC,Mitzic,0.783333,11.566667,"{""outdoor_adventures"": 1, ""safety"": 1, ""weather"": 1}"
129053982,MZD,Mendez,-2.733333,-78.316667,"{""outdoor_adventures"": 1, ""safety"": 1, ""weather"": 1}"
129052853,MZE,Manatee,17.083333,-89.6,"{""beach"": 1, ""safety"": 1, ""weather"": 1}"
129056947,MZF,Mzamba (Wild Coast Sun),-30.85,29.7667,"{""beach"": 1, ""safety"": 1, ""weather"": 1}"
128667477,MZG,Makung,23.569167,119.618611,"{""safety"": 1, ""weather"": 1}"
128667921,MZH,Merzifon,40.829375,35.521992,"{""art_and_culture"": 1, ""safety"": 1, ""weather"": 1}"
129054339,MZI,Mopti,14.508333,-4.085,"{""outdoor_adventures"": 1, ""safety"": 1, ""weather"": 1}"
129055091,MZJ,Marana,32.516667,-111.333333,"{""beach"": 1, ""safety"": 1, ""weather"": 1}"
129053554,MZK,Marakei,2.05874,173.2715,"{""outdoor_adventures"": 1, ""safety"": 1, ""weather"": 1}"
128668865,MZL,Manizales,5.0296,-75.4647,"{""outdoor_adventures"": 1, ""safety"": 1, ""weather"": 1}"
129056188,MZM,Metz,49.0725,6.134444,"{""nightlife_and_entertainment"": 1, ""safety"": 1, ""weather"": 1}"
129052139,MZN,Minj,-5.905556,144.676667,"{""beach"": 1, ""safety"": 1, ""weather"": 1}"
128667865,MZO,Manzanillo,20.286389,-77.093889,"{""outdoor_adventures"": 1, ""safety"": 1, ""weather"": 1}"
129056092,MZP,Motueka,-41.116667,173.0,"{""beach"": 1, ""safety"": 1, ""weather"": 1}"
129054320,MZQ,Mkuze,-27.633333,32.05,"{""weather"": 1, ""safety"": 1}"
129052804,MZR,Mazar-I-Sharif,36.704167,67.208333,"{""safety"": 1, ""weather"": 1}"
222227901,MZS,Moradabad,28.820835,78.922818,"{""safety"": 1, ""weather"": 1}"
95673846,MZT,Mazatlan,23.166837,-106.27028,"{""outdoor_adventures"": 1, ""safety"": 1, ""weather"": 1}"
129052850,MZU,Muzaffarpur,26.116667,85.383333,"{""beach"": 1, ""safety"": 1, ""weather"": 1}"
128667097,MZV,Mulu,4.033333,114.8,"{""nightlife_and_entertainment"": ""0"", ""underrated_destinations"": ""0"", ""beach"": ""0"", ""art_and_culture"": ""0"", ""great_food"": ""0"", ""outdoor_adventures"": ""1"", ""safety"": 1, ""weather"": 1}"
128667217,MZW,Mechria,33.521944,-0.283056,"{""beach"": 1, ""safety"": 1, ""weather"": 1}"
129057516,MZX,Mena,6.35,39.716667,"{""safety"": 1, ""weather"": 1}"
129052852,MZY,Mossel Bay,-34.183333,22.083333,"{""safety"": 1, ""weather"": 1}"
129056946,MZZ,Marion,40.490833,-85.679444,"{""nightlife_and_entertainment"": 1, ""safety"": 1, ""weather"": 1}"
128668866,NAA,Narrabri,-30.3,149.833333,"{""art_and_culture"": 1, ""safety"": 1, ""weather"": 1}"
129054338,NAB,Albany NAS,31.583333,-84.166667,"{""beach"": 1, ""safety"": 1, ""weather"": 1}"
128668677,NAC,Naracoorte,-36.95,140.833333,"{""weather"": 1, ""safety"": 1}"
129055090,NAD,Macanal,2.566667,-67.583333,"{""underrated_destinations"": 1, ""safety"": 1, ""weather"": 1}"
129053553,NAE,Natitingou,10.383333,1.366667,"{""safety"": 1, ""weather"": 1}"
129056187,NAF,Banaina,2.75,117.05,"{""underrated_destinations"": 1, ""safety"": 1, ""weather"": 1}"
128668867,NAG,Nagpur,21.091111,79.049722,"{""weather"": 1, ""safety"": 1}"
128667773,NAH,Naha,3.68321,125.52802,"{""art_and_culture"": 1, ""safety"": 1, ""weather"": 1}"
129052138,NAI,Annai,3.75,-59.0,"{""safety"": 1, ""weather"": 1}"
128668868,NAJ,Nakhichevan,39.190278,45.458889,"{""art_and_culture"": 1, ""safety"": 1, ""weather"": 1}"
129056091,NAK,Nakhon Ratchasima,14.9495,102.313,"{""beach"": 1, ""safety"": 1, ""weather"": 1}"
128667552,NAL,Nalchik,43.512856,43.636583,"{""great_food"": 1, ""safety"": 1, ""weather"": 1}"
129054319,NAM,Namlea,-3.3,127.1,"{""nightlife_and_entertainment"": 1, ""safety"": 1, ""weather"": 1}"
99539668,NAN,Nadi,-17.753056,177.447778,"{""nightlife_and_entertainment"": ""1"", ""underrated_destinations"": ""0"", ""beach"": ""1"", ""art_and_culture"": ""1"", ""great_food"": ""0"", ""outdoor_adventures"": ""1"", ""safety"": 1, ""weather"": 1}"
128667476,NAO,Nanchong,30.8,106.066667,"{""nightlife_and_entertainment"": 1, ""safety"": 1, ""weather"": 1}"
95673535,NAP,Naples International,40.8846357,14.2892323,"{""nightlife_and_entertainment"": ""0"", ""underrated_destinations"": ""0"", ""beach"": ""0"", ""art_and_culture"": ""1"", ""great_food"": ""1"", ""outdoor_adventures"": ""0"", ""safety"": 1, ""weather"": 1}"
128667919,NAQ,Qaanaaq,77.4886,-69.3887,"{""great_food"": 1, ""safety"": 1, ""weather"": 1}"
129057945,NAR,Nare,6.2,-74.583333,"{""nightlife_and_entertainment"": 1, ""safety"": 1, ""weather"": 1}"
99539649,NAS,Nassau International,25.040556,-77.471944,"{""nightlife_and_entertainment"": ""1"", ""underrated_destinations"": ""0"", ""beach"": ""1"", ""art_and_culture"": ""1"", ""great_food"": ""1"", ""outdoor_adventures"": ""1"", ""safety"": 1, ""weather"": 1}"
95673611,NAT,Natal,-5.768889,-35.366389,"{""safety"": 1, ""weather"": 1}"
128668869,NAU,Napuka Island,-14.1768,-141.267,"{""safety"": 1, ""weather"": 1}"
128667864,NAV,Nevsehir,38.771867,34.53455,"{""outdoor_adventures"": 1, ""safety"": 1, ""weather"": 1}"
95673930,NAW,Narathiwat,6.516667,101.75,"{""weather"": 1, ""safety"": 1}"
129053980,NAX,Barbers Point,21.3,-158.116667,"{""nightlife_and_entertainment"": 1, ""safety"": 1, ""weather"": 1}"
128667096,NAY,Beijing Nanyuan,40.073611,116.608333,"{""nightlife_and_entertainment"": ""1"", ""underrated_destinations"": ""0"", ""beach"": ""0"", ""art_and_culture"": ""1"", ""great_food"": ""1"", ""outdoor_adventures"": ""0"", ""safety"": 1, ""weather"": 1}"
129057515,NAZ,Star Harbour,-10.6556,162.2058,"{""safety"": 1, ""weather"": 1}"
129052851,NBA,Nambaiyufa,-6.25,145.233333,"{""art_and_culture"": 1, ""safety"": 1, ""weather"": 1}"
129056945,NBB,Barrancominas,3.333333,-70.333333,"{""art_and_culture"": 1, ""safety"": 1, ""weather"": 1}"
114137842,NBC,Naberezhnye Chelny,55.566667,52.1,"{""beach"": 1, ""safety"": 1, ""weather"": 1}"
128668870,NBE,Enfidha,36.091944,10.413889,"{""beach"": 1, ""safety"": 1, ""weather"": 1}"
129055089,NBG,New Orleans NAS / Alvin Callendar,29.833333,-90.033333,"{""nightlife_and_entertainment"": ""1"", ""underrated_destinations"": ""0"", ""beach"": ""0"", ""art_and_culture"": ""1"", ""great_food"": ""1"", ""outdoor_adventures"": ""0"", ""safety"": 1, ""weather"": 1}"
129053809,NBH,Nambucca Heads,-30.633333,152.983333,"{""weather"": 1, ""safety"": 1}"
222500045,NBJ,Dr Antonio Agostinho Neto,-9.05032287812233,13.499044901853132,"{""nightlife_and_entertainment"": ""1"", ""underrated_destinations"": ""0"", ""beach"": ""0"", ""art_and_culture"": ""1"", ""great_food"": ""1"", ""outdoor_adventures"": ""0"", ""safety"": 1, ""weather"": 1}"
129056186,NBL,San Blas,9.3,-79.0,"{""outdoor_adventures"": 1, ""safety"": 1, ""weather"": 1}"
152712068,NBN,Annobon,-1.410277,5.621944,"{""weather"": 1, ""safety"": 1}"
95673395,NBO,Nairobi Jomo Kenyatta,-1.316667,36.930833,"{""nightlife_and_entertainment"": ""1"", ""underrated_destinations"": ""0"", ""beach"": ""0"", ""art_and_culture"": ""1"", ""great_food"": ""1"", ""outdoor_adventures"": ""0"", ""safety"": 1, ""weather"": 1}"
129054337,NBR,Nambour,-26.533333,152.966667,"{""weather"": 1, ""safety"": 1}"
128668676,NBS,Changbaishan,42.047916,127.562141,"{""great_food"": 1, ""safety"": 1, ""weather"": 1}"
129052137,NBU,Glenview,39.55,-107.316667,"{""underrated_destinations"": 1, ""safety"": 1, ""weather"": 1}"
129056090,NBV,Cana Brava,-17.383333,-45.866667,"{""nightlife_and_entertainment"": 1, ""safety"": 1, ""weather"": 1}"
128667216,NBX,Nabire,-3.366667,135.433333,"{""art_and_culture"": 1, ""safety"": 1, ""weather"": 1}"
129054318,NCA,North Caicos,21.9175,-71.939444,"{""art_and_culture"": 1, ""safety"": 1, ""weather"": 1}"
95673860,NCE,Nice,43.6596539,7.215359,"{""nightlife_and_entertainment"": ""1"", ""underrated_destinations"": ""0"", ""beach"": ""1"", ""art_and_culture"": ""0"", ""great_food"": ""1"", ""outdoor_adventures"": ""0"", ""safety"": 1, ""weather"": 1}"
129057944,NCG,Nueva Casas Grandes,30.38333,-107.86667,"{""great_food"": 1, ""safety"": 1, ""weather"": 1}"
129053979,NCH,Nachingwea,-10.363889,38.775,"{""beach"": 1, ""safety"": 1, ""weather"": 1}"
129057514,NCI,Necocli,8.483333,-76.75,"{""nightlife_and_entertainment"": 1, ""safety"": 1, ""weather"": 1}"
144763766,NCJ,Sunchales,-30.957222,-61.528889,"{""great_food"": 1, ""safety"": 1, ""weather"": 1}"
95674044,NCL,Newcastle,55.037778,-1.686667,"{""nightlife_and_entertainment"": ""0"", ""underrated_destinations"": ""1"", ""beach"": ""0"", ""art_and_culture"": ""0"", ""great_food"": ""0"", ""outdoor_adventures"": ""0"", ""safety"": 1, ""weather"": 1}"
129055088,NCN,Chenega Bay,60.669444,-148.0,"{""art_and_culture"": 1, ""safety"": 1, ""weather"": 1}"
129053808,NCO,Quonset Point,41.59416073351506,-71.413434747834,"{""nightlife_and_entertainment"": 1, ""safety"": 1, ""weather"": 1}"
129056185,NCQ,Marietta Atlanta NAS,33.916667,-84.516667,"{""nightlife_and_entertainment"": 1, ""safety"": 1, ""weather"": 1}"
129052136,NCR,San Carlos,11.1334,-84.77,"{""beach"": 1, ""safety"": 1, ""weather"": 1}"
129056089,NCS,Newcastle,-27.774167,29.99,"{""underrated_destinations"": 1, ""safety"": 1, ""weather"": 1}"
129054317,NCT,Nicoya,10.138889,-85.445,"{""nightlife_and_entertainment"": 1, ""safety"": 1, ""weather"": 1}"
128667772,NCU,Nukus,42.483333,59.633333,"{""beach"": 1, ""safety"": 1, ""weather"": 1}"
129055162,NCY,Annecy,45.930556,6.100833,"{""nightlife_and_entertainment"": ""0"", ""underrated_destinations"": ""0"", ""beach"": ""0"", ""art_and_culture"": ""0"", ""great_food"": ""0"", ""outdoor_adventures"": ""1"", ""safety"": 1, ""weather"": 1}"
129057943,NDA,Bandanaira,-4.533333,129.9,"{""nightlife_and_entertainment"": 1, ""safety"": 1, ""weather"": 1}"
129052803,NDB,Nouadhibou,20.934167,-17.028333,"{""safety"": 1, ""weather"": 1}"
129055570,NDC,Nanded,19.183333,77.316667,"{""underrated_destinations"": 1, ""safety"": 1, ""weather"": 1}"
129054171,NDD,Sumbe,-11.166667,13.866667,"{""underrated_destinations"": 1, ""safety"": 1, ""weather"": 1}"
129057513,NDE,Mandera,3.933333,41.866667,"{""great_food"": 1, ""safety"": 1, ""weather"": 1}"
129052849,NDF,Ndalatandos,-9.333333,14.833333,"{""nightlife_and_entertainment"": 1, ""safety"": 1, ""weather"": 1}"
128668872,NDG,Qiqihar,47.316667,123.916667,"{""weather"": 1, ""safety"": 1}"
129056943,NDI,Namudi,-9.433333,148.266667,"{""weather"": 1, ""safety"": 1}"
99539638,NDJ,N'Djamena,12.135,15.036111,"{""art_and_culture"": 1, ""safety"": 1, ""weather"": 1}"
129054335,NDK,Namdrik Island,5.633189054536292,168.12606172385628,"{""outdoor_adventures"": 1, ""safety"": 1, ""weather"": 1}"
129055087,NDL,Ndele,8.416667,20.6,"{""art_and_culture"": 1, ""safety"": 1, ""weather"": 1}"
129053807,NDM,Mendi,9.816667,35.083333,"{""safety"": 1, ""weather"": 1}"
129056184,NDN,Nadunumu,-9.133333,147.683333,"{""nightlife_and_entertainment"": 1, ""safety"": 1, ""weather"": 1}"
129056944,NDO,La Palma Del Condado,37.383333,-6.583333,"{""beach"": 1, ""safety"": 1, ""weather"": 1}"
129054336,NDP,Pensacola Ellyson NAS,30.4725,-87.188333,"{""nightlife_and_entertainment"": ""0"", ""underrated_destinations"": ""0"", ""beach"": ""1"", ""art_and_culture"": ""0"", ""great_food"": ""0"", ""outdoor_adventures"": ""0"", ""safety"": 1, ""weather"": 1}"
128667551,NDR,Nador,34.988889,-3.028333,"{""weather"": 1, ""safety"": 1}"
129052135,NDS,Sandstone,-27.983333,119.3,"{""art_and_culture"": 1, ""safety"": 1, ""weather"": 1}"
128668873,NDU,Rundu,-17.95,19.716667,"{""nightlife_and_entertainment"": 1, ""safety"": 1, ""weather"": 1}"
129056088,NDV,Anacostia,38.866667,-77.0,"{""underrated_destinations"": 1, ""safety"": 1, ""weather"": 1}"
128667917,NDY,Sanday,59.25,-2.583333,"{""great_food"": 1, ""safety"": 1, ""weather"": 1}"
129054316,NDZ,Nordholz-Spieka,53.768611,8.644722,"{""beach"": 1, ""safety"": 1, ""weather"": 1}"
129057942,NEA,Glynco,31.25,-81.466667,"{""weather"": 1, ""safety"": 1}"
129054170,NEC,Necochea,-38.566667,-58.75,"{""beach"": 1, ""safety"": 1, ""weather"": 1}"
129052848,NEF,Neftekamsk,56.106513,54.348679,"{""nightlife_and_entertainment"": 1, ""safety"": 1, ""weather"": 1}"
129056942,NEG,Negril,18.308333,-78.333333,"{""nightlife_and_entertainment"": ""1"", ""underrated_destinations"": ""0"", ""beach"": ""0"", ""art_and_culture"": ""0"", ""great_food"": ""0"", ""outdoor_adventures"": ""0"", ""safety"": 1, ""weather"": 1}"
160793504,NEI,Terney,45.08132,136.590394,"{""nightlife_and_entertainment"": 1, ""safety"": 1, ""weather"": 1}"
129054334,NEJ,Nejjo,9.5,35.466667,"{""outdoor_adventures"": 1, ""safety"": 1, ""weather"": 1}"
129055086,NEK,Nekemt,9.066667,36.5,"{""safety"": 1, ""weather"": 1}"
129053806,NEL,Lakehurst,40.016667,-74.316667,"{""nightlife_and_entertainment"": 1, ""safety"": 1, ""weather"": 1}"
129056183,NEN,Whitehouse,30.316667,-81.85,"{""outdoor_adventures"": 1, ""safety"": 1, ""weather"": 1}"
128668874,NER,Neryungri,56.913887,124.91389,"{""great_food"": 1, ""safety"": 1, ""weather"": 1}"
129052146,NEU,Sam Neua,20.416667,104.066667,"{""weather"": 1, ""safety"": 1}"
128667862,NEV,Vance W. Amory International,17.205,-62.5925,"{""nightlife_and_entertainment"": ""1"", ""underrated_destinations"": ""0"", ""beach"": ""0"", ""art_and_culture"": ""0"", ""great_food"": ""0"", ""outdoor_adventures"": ""0"", ""safety"": 1, ""weather"": 1}"
129054315,NEW,New Orleans Lakefront,30.039444,-90.026667,"{""nightlife_and_entertainment"": ""1"", ""underrated_destinations"": ""0"", ""beach"": ""0"", ""art_and_culture"": ""1"", ""great_food"": ""1"", ""outdoor_adventures"": ""0"", ""safety"": 1, ""weather"": 1}"
129057941,NFB,Mt Clemens Detroit NAF,42.966667,-82.966667,"{""underrated_destinations"": 1, ""safety"": 1, ""weather"": 1}"
129054169,NFG,Nefteyugansk,61.133333,73.05,"{""art_and_culture"": 1, ""safety"": 1, ""weather"": 1}"
129057511,NFL,Fallon NAS,39.49992,-118.75098,"{""great_food"": 1, ""safety"": 1, ""weather"": 1}"
129055548,NFO,Niuafo'ou,-15.6,-175.65,"{""nightlife_and_entertainment"": 1, ""safety"": 1, ""weather"": 1}"
129052847,NFR,Nafoora,29.216667,21.583333,"{""art_and_culture"": 1, ""safety"": 1, ""weather"": 1}"
129055082,NGA,Young,-34.25,148.25,"{""safety"": 1, ""weather"": 1}"
128667095,NGB,Ningbo,29.824722,121.465,"{""nightlife_and_entertainment"": 1, ""safety"": 1, ""weather"": 1}"
129054333,NGC,Grand Canyon North Rim,36.389722,-112.129167,"{""outdoor_adventures"": 1, ""safety"": 1, ""weather"": 1}"
129055085,NGD,Anegada,18.716667,-64.3,"{""nightlife_and_entertainment"": 1, ""safety"": 1, ""weather"": 1}"
129053805,NGE,Ngaoundere,7.356389,13.561389,"{""underrated_destinations"": 1, ""safety"": 1, ""weather"": 1}"
129052133,NGI,Ngau Island,-18.0,179.333333,"{""outdoor_adventures"": 1, ""safety"": 1, ""weather"": 1}"
128667215,NGK,Nogliki,51.789874,143.143428,"{""art_and_culture"": 1, ""safety"": 1, ""weather"": 1}"
129056086,NGL,Ngala,2.45,21.55,"{""nightlife_and_entertainment"": 1, ""safety"": 1, ""weather"": 1}"
129054314,NGM,Guam Agana NAS,13.45,144.75,"{""outdoor_adventures"": 1, ""safety"": 1, ""weather"": 1}"
129057940,NGN,Nargana,9.568611,-79.25,"{""beach"": 1, ""safety"": 1, ""weather"": 1}"
128668875,NGO,Nagoya Chubu Centrair,34.859876,136.807337,"{""nightlife_and_entertainment"": ""0"", ""underrated_destinations"": ""0"", ""beach"": ""0"", ""art_and_culture"": ""0"", ""great_food"": ""1"", ""outdoor_adventures"": ""0"", ""safety"": 1, ""weather"": 1}"
129054168,NGP,Corpus Christi NAS,27.7,-97.283333,"{""nightlife_and_entertainment"": ""0"", ""underrated_destinations"": ""0"", ""beach"": ""1"", ""art_and_culture"": ""0"", ""great_food"": ""0"", ""outdoor_adventures"": ""0"", ""safety"": 1, ""weather"": 1}"
128668675,NGQ,Shiquanhe,32.103817,80.054276,"{""outdoor_adventures"": 1, ""safety"": 1, ""weather"": 1}"
129057510,NGR,Ningerum,-6.5,141.0,"{""art_and_culture"": 1, ""safety"": 1, ""weather"": 1}"
128668876,NGS,Nagasaki,32.911944,129.9175,"{""nightlife_and_entertainment"": ""0"", ""underrated_destinations"": ""1"", ""beach"": ""0"", ""art_and_culture"": ""0"", ""great_food"": ""0"", ""outdoor_adventures"": ""0"", ""safety"": 1, ""weather"": 1}"
128668227,NGU,Norfolk NAS Chambers,36.93012,-76.29115,"{""nightlife_and_entertainment"": ""0"", ""underrated_destinations"": ""0"", ""beach"": ""1"", ""art_and_culture"": ""0"", ""great_food"": ""0"", ""outdoor_adventures"": ""0"", ""safety"": 1, ""weather"": 1}"
129052846,NGV,Ngiva,-17.05,15.783333,"{""beach"": 1, ""safety"": 1, ""weather"": 1}"
129056941,NGW,Corpus Christi Cabaniss Field,27.783333,-97.4,"{""nightlife_and_entertainment"": ""0"", ""underrated_destinations"": ""0"", ""beach"": ""1"", ""art_and_culture"": ""0"", ""great_food"": ""0"", ""outdoor_adventures"": ""0"", ""safety"": 1, ""weather"": 1}"
129056182,NGX,Manang,28.641696,84.086375,"{""art_and_culture"": 1, ""safety"": 1, ""weather"": 1}"
129054332,NHD,Minhad Ab,25.066667,55.733333,"{""beach"": 1, ""safety"": 1, ""weather"": 1}"
129055084,NHF,New Halfa,15.35,35.733333,"{""great_food"": 1, ""safety"": 1, ""weather"": 1}"
129053804,NHK,Patuxent River,38.3,-76.433333,"{""great_food"": 1, ""safety"": 1, ""weather"": 1}"
129056181,NHS,Nushki,29.583333,66.0,"{""weather"": 1, ""safety"": 1}"
129052132,NHT,Northolt,51.553,-0.41817,"{""safety"": 1, ""weather"": 1}"
128667771,NHV,Nuku Hiva,-8.792959738118675,-140.22243325238074,"{""weather"": 1, ""safety"": 1}"
129056085,NHX,Foley,30.4,-87.683333,"{""underrated_destinations"": 1, ""safety"": 1, ""weather"": 1}"
129054313,NHZ,Brunswick,43.89222,-69.93861,"{""outdoor_adventures"": 1, ""safety"": 1, ""weather"": 1}"
129057939,NIA,Nimba,7.491111,-8.591667,"{""nightlife_and_entertainment"": 1, ""safety"": 1, ""weather"": 1}"
128668877,NIB,Nikolai,63.016667,-154.383333,"{""weather"": 1, ""safety"": 1}"
129057509,NIE,Niblack,55.066667,-132.15,"{""outdoor_adventures"": 1, ""safety"": 1, ""weather"": 1}"
129052845,NIF,Nifty,-21.675,121.586111,"{""safety"": 1, ""weather"": 1}"
129056939,NIG,Nikunau,-1.314841,176.409683,"{""art_and_culture"": 1, ""safety"": 1, ""weather"": 1}"
129054331,NIK,Niokolo Koba,13.066667,-12.716667,"{""weather"": 1, ""safety"": 1}"
99539637,NIM,Niamey,13.483333,2.170833,"{""beach"": 1, ""safety"": 1, ""weather"": 1}"
129055083,NIN,Ninilchik,60.066667,-151.733333,"{""beach"": 1, ""safety"": 1, ""weather"": 1}"
129053803,NIO,Nioki,-2.75,17.7,"{""art_and_culture"": 1, ""safety"": 1, ""weather"": 1}"
128667550,NIP,Jacksonville NAS,30.25,-81.680556,"{""art_and_culture"": 1, ""safety"": 1, ""weather"": 1}"
129056180,NIR,Beeville,28.4,-97.75,"{""outdoor_adventures"": 1, ""safety"": 1, ""weather"": 1}"
129056084,NIS,Simberi Island,-2.666667,152.0,"{""safety"": 1, ""weather"": 1}"
129054312,NIT,Niort,46.316667,-0.45,"{""safety"": 1, ""weather"": 1}"
128668199,NIU,Niau,-16.121812782634805,-146.37322317791023,"{""safety"": 1, ""weather"": 1}"
129057938,NIX,Nioro,15.239167,-9.577222,"{""great_food"": 1, ""safety"": 1, ""weather"": 1}"
129053675,NJA,Atsugi,35.416667,139.35,"{""underrated_destinations"": 1, ""safety"": 1, ""weather"": 1}"
128667914,NJC,Nizhnevartovsk,60.95,76.483333,"{""nightlife_and_entertainment"": 1, ""safety"": 1, ""weather"": 1}"
128668879,NJF,Najaf,31.991667,44.404167,"{""nightlife_and_entertainment"": ""0"", ""underrated_destinations"": ""0"", ""beach"": ""0"", ""art_and_culture"": ""0"", ""great_food"": ""1"", ""outdoor_adventures"": ""0"", ""safety"": 1, ""weather"": 1}"
129057508,NJK,Imperial NAF,32.837222,-115.574722,"{""weather"": 1, ""safety"": 1}"
129052844,NKA,Nkan,0.7,9.983333,"{""great_food"": 1, ""safety"": 1, ""weather"": 1}"
129056938,NKB,Noonkanbah,-18.55,124.85,"{""beach"": 1, ""safety"": 1, ""weather"": 1}"
99539639,NKC,Nouakchott,18.091944,-15.951944,"{""outdoor_adventures"": 1, ""safety"": 1, ""weather"": 1}"
129054330,NKD,Sinak,-5.85,110.466667,"{""outdoor_adventures"": 1, ""safety"": 1, ""weather"": 1}"
128667859,NKG,Nanking / Nanjing,31.74204,118.86202,"{""nightlife_and_entertainment"": ""0"", ""underrated_destinations"": ""1"", ""beach"": ""0"", ""art_and_culture"": ""1"", ""great_food"": ""0"", ""outdoor_adventures"": ""0"", ""safety"": 1, ""weather"": 1}"
128667094,NKI,Naukiti,55.8498380466878,-133.23035652496233,"{""safety"": 1, ""weather"": 1}"
129053802,NKL,Nkolo,-1.983333,16.466667,"{""art_and_culture"": 1, ""safety"": 1, ""weather"": 1}"
128667828,NKM,Nagoya Komaki Air Force Base,35.2517,136.9275,"{""nightlife_and_entertainment"": ""0"", ""underrated_destinations"": ""0"", ""beach"": ""0"", ""art_and_culture"": ""0"", ""great_food"": ""1"", ""outdoor_adventures"": ""0"", ""safety"": 1, ""weather"": 1}"
129056179,NKN,Nankina,-5.833333,143.45,"{""great_food"": 1, ""safety"": 1, ""weather"": 1}"
129052130,NKO,Ankokoambo,-16.583333,-44.45,"{""weather"": 1, ""safety"": 1}"
160108712,NKP,Nukutepipi,-20.7006,-143.04484,"{""underrated_destinations"": 1, ""safety"": 1, ""weather"": 1}"
129052131,NKS,Nkongsamba,4.95,9.933333,"{""outdoor_adventures"": 1, ""safety"": 1, ""weather"": 1}"
129055549,NKT,Sirnak,37.362678,42.057563,"{""weather"": 1, ""safety"": 1}"
129057512,NKU,Nkaus,-30.0390906,28.2182851,"{""nightlife_and_entertainment"": 1, ""safety"": 1, ""weather"": 1}"
129056083,NKV,Nichen Cove,55.85,-133.216667,"{""safety"": 1, ""weather"": 1}"
129055577,NKX,San Diego Miramar NAS,32.866667,-117.116667,"{""nightlife_and_entertainment"": ""1"", ""underrated_destinations"": ""0"", ""beach"": ""0"", ""art_and_culture"": ""0"", ""great_food"": ""0"", ""outdoor_adventures"": ""0"", ""safety"": 1, ""weather"": 1}"
129054311,NKY,Nkayi,-4.216667,13.3,"{""beach"": 1, ""safety"": 1, ""weather"": 1}"
99539653,NLA,Ndola,-12.99586,28.661957,"{""outdoor_adventures"": 1, ""safety"": 1, ""weather"": 1}"
129057937,NLC,Lemoore,36.33301,-119.82597,"{""great_food"": 1, ""safety"": 1, ""weather"": 1}"
128667214,NLD,Nuevo Laredo,27.434722,-99.566667,"{""outdoor_adventures"": 1, ""safety"": 1, ""weather"": 1}"
129052843,NLE,Niles,41.841667,-86.225,"{""outdoor_adventures"": 1, ""safety"": 1, ""weather"": 1}"
129053639,NLF,Darnley Island,-9.583333,143.783333,"{""outdoor_adventures"": 1, ""safety"": 1, ""weather"": 1}"
128668880,NLG,Nelson Lagoon,56.001389,-161.1525,"{""beach"": 1, ""safety"": 1, ""weather"": 1}"
136218708,NLH,Luguhu,27.543806,100.757389,"{""outdoor_adventures"": 1, ""safety"": 1, ""weather"": 1}"
144763777,NLI,Nikolaevsk-na-Amure,53.152778,140.650278,"{""safety"": 1, ""weather"": 1}"
128668674,NLK,Norfolk Island,-29.0425,167.939444,"{""great_food"": 1, ""safety"": 1, ""weather"": 1}"
129053674,NLL,Nullagine,-21.75,120.2,"{""safety"": 1, ""weather"": 1}"
129056937,NLO,Kinshasa N'Dolo,-4.325,15.326389,"{""nightlife_and_entertainment"": ""1"", ""underrated_destinations"": ""0"", ""beach"": ""0"", ""art_and_culture"": ""0"", ""great_food"": ""0"", ""outdoor_adventures"": ""0"", ""safety"": 1, ""weather"": 1}"
129054329,NLP,Nelspruit,-25.500833,30.913889,"{""art_and_culture"": 1, ""safety"": 1, ""weather"": 1}"
